Local authority,Library name,Month,Type,Loans
Barnet,Bibliographic Services,2019-10,Large print adult fiction,3
Barnet,Bibliographic Services,2019-10,Teenage fiction,1
Barnet,Burnt Oak,2019-10,Adult audiobook,19
Barnet,Burnt Oak,2019-10,Adult fiction,331
Barnet,Burnt Oak,2019-10,Adult non fiction,296
Barnet,Burnt Oak,2019-10,Children's fiction,1005
Barnet,Burnt Oak,2019-10,Children's non fiction,118
Barnet,Burnt Oak,2019-10,DVD certificate 12,6
Barnet,Burnt Oak,2019-10,DVD certificate 15,8
Barnet,Burnt Oak,2019-10,DVD certificate 18+,1
Barnet,Burnt Oak,2019-10,DVD certificate PG,2
Barnet,Burnt Oak,2019-10,DVD certificate U,8
Barnet,Burnt Oak,2019-10,Large print adult fiction,6
Barnet,Burnt Oak,2019-10,Teenage fiction,64
Barnet,Burnt Oak,2019-10,Teenage non fiction,35
Barnet,Childs Hill,2019-10,Adult audiobook,8
Barnet,Childs Hill,2019-10,Adult fiction,352
Barnet,Childs Hill,2019-10,Adult non fiction,221
Barnet,Childs Hill,2019-10,Children's fiction,848
Barnet,Childs Hill,2019-10,Children's non fiction,57
Barnet,Childs Hill,2019-10,Compact disc,36
Barnet,Childs Hill,2019-10,DVD certificate U,7
Barnet,Childs Hill,2019-10,Language learning,1
Barnet,Childs Hill,2019-10,Large print adult fiction,1
Barnet,Childs Hill,2019-10,Large print adult non fiction,1
Barnet,Childs Hill,2019-10,Playset,1
Barnet,Childs Hill,2019-10,Teenage fiction,56
Barnet,Childs Hill,2019-10,Teenage non fiction,35
Barnet,Chipping Barnet,2019-10,Adult audiobook,128
Barnet,Chipping Barnet,2019-10,Adult fiction,3496
Barnet,Chipping Barnet,2019-10,Adult non fiction,2353
Barnet,Chipping Barnet,2019-10,Adult reference,1
Barnet,Chipping Barnet,2019-10,Barnet Book Club,8
Barnet,Chipping Barnet,2019-10,Children's audiobook,23
Barnet,Chipping Barnet,2019-10,Children's fiction,5732
Barnet,Chipping Barnet,2019-10,Children's non fiction,815
Barnet,Chipping Barnet,2019-10,Compact disc,283
Barnet,Chipping Barnet,2019-10,DVD certificate 12,30
Barnet,Chipping Barnet,2019-10,DVD certificate 15,28
Barnet,Chipping Barnet,2019-10,DVD certificate 18+,9
Barnet,Chipping Barnet,2019-10,DVD certificate PG,18
Barnet,Chipping Barnet,2019-10,DVD certificate U,37
Barnet,Chipping Barnet,2019-10,Electronic devices,1
Barnet,Chipping Barnet,2019-10,Language learning,4
Barnet,Chipping Barnet,2019-10,Large print adult fiction,117
Barnet,Chipping Barnet,2019-10,Large print adult non fiction,24
Barnet,Chipping Barnet,2019-10,Large print children's fiction,3
Barnet,Chipping Barnet,2019-10,Music score,5
Barnet,Chipping Barnet,2019-10,Teenage fiction,491
Barnet,Chipping Barnet,2019-10,Teenage non fiction,210
Barnet,Colindale,2019-10,Adult audiobook,6
Barnet,Colindale,2019-10,Adult fiction,672
Barnet,Colindale,2019-10,Adult non fiction,615
Barnet,Colindale,2019-10,Children's fiction,2492
Barnet,Colindale,2019-10,Children's non fiction,348
Barnet,Colindale,2019-10,Compact disc,5
Barnet,Colindale,2019-10,DVD certificate 12,5
Barnet,Colindale,2019-10,DVD certificate 15,6
Barnet,Colindale,2019-10,DVD certificate 18+,1
Barnet,Colindale,2019-10,DVD certificate PG,2
Barnet,Colindale,2019-10,DVD certificate U,12
Barnet,Colindale,2019-10,DVD certificate exempt,2
Barnet,Colindale,2019-10,Electronic devices,3
Barnet,Colindale,2019-10,Large print adult fiction,16
Barnet,Colindale,2019-10,Large print adult non fiction,2
Barnet,Colindale,2019-10,Music score,1
Barnet,Colindale,2019-10,Teenage fiction,144
Barnet,Colindale,2019-10,Teenage non fiction,72
Barnet,Customer Services Organisation,2019-10,Adult audiobook,8
Barnet,Customer Services Organisation,2019-10,Adult fiction,171
Barnet,Customer Services Organisation,2019-10,Adult non fiction,90
Barnet,Customer Services Organisation,2019-10,Children's fiction,61
Barnet,Customer Services Organisation,2019-10,Children's non fiction,4
Barnet,Customer Services Organisation,2019-10,Large print adult fiction,3
Barnet,Customer Services Organisation,2019-10,Music score,1
Barnet,Customer Services Organisation,2019-10,Teenage fiction,5
Barnet,East Finchley,2019-10,Adult audiobook,21
Barnet,East Finchley,2019-10,Adult fiction,777
Barnet,East Finchley,2019-10,Adult non fiction,637
Barnet,East Finchley,2019-10,Children's fiction,2144
Barnet,East Finchley,2019-10,Children's non fiction,351
Barnet,East Finchley,2019-10,Compact disc,102
Barnet,East Finchley,2019-10,DVD certificate 12,14
Barnet,East Finchley,2019-10,DVD certificate 15,2
Barnet,East Finchley,2019-10,DVD certificate PG,2
Barnet,East Finchley,2019-10,DVD certificate U,21
Barnet,East Finchley,2019-10,Large print adult fiction,3
Barnet,East Finchley,2019-10,Music score,6
Barnet,East Finchley,2019-10,Teenage fiction,121
Barnet,East Finchley,2019-10,Teenage non fiction,181
Barnet,Edgware,2019-10,Adult audiobook,23
Barnet,Edgware,2019-10,Adult fiction,2592
Barnet,Edgware,2019-10,Adult non fiction,1362
Barnet,Edgware,2019-10,Children's fiction,3740
Barnet,Edgware,2019-10,Children's non fiction,493
Barnet,Edgware,2019-10,Compact disc,16
Barnet,Edgware,2019-10,DVD certificate 12,19
Barnet,Edgware,2019-10,DVD certificate 15,10
Barnet,Edgware,2019-10,DVD certificate 18+,5
Barnet,Edgware,2019-10,DVD certificate PG,3
Barnet,Edgware,2019-10,DVD certificate U,12
Barnet,Edgware,2019-10,Electronic devices,4
Barnet,Edgware,2019-10,Language learning,3
Barnet,Edgware,2019-10,Large print adult fiction,36
Barnet,Edgware,2019-10,Large print adult non fiction,9
Barnet,Edgware,2019-10,Large print children's fiction,6
Barnet,Edgware,2019-10,Music score,13
Barnet,Edgware,2019-10,Teenage fiction,394
Barnet,Edgware,2019-10,Teenage non fiction,46
Barnet,Edgware,2019-10,Vocal score sets,56
Barnet,Finchley Church End,2019-10,Adult audiobook,62
Barnet,Finchley Church End,2019-10,Adult fiction,2904
Barnet,Finchley Church End,2019-10,Adult non fiction,1822
Barnet,Finchley Church End,2019-10,Barnet Book Club,1
Barnet,Finchley Church End,2019-10,Children's audiobook,1
Barnet,Finchley Church End,2019-10,Children's fiction,5363
Barnet,Finchley Church End,2019-10,Children's non fiction,753
Barnet,Finchley Church End,2019-10,Compact disc,12
Barnet,Finchley Church End,2019-10,DVD certificate 12,12
Barnet,Finchley Church End,2019-10,DVD certificate 15,7
Barnet,Finchley Church End,2019-10,DVD certificate 18+,3
Barnet,Finchley Church End,2019-10,DVD certificate PG,9
Barnet,Finchley Church End,2019-10,DVD certificate U,19
Barnet,Finchley Church End,2019-10,Electronic devices,2
Barnet,Finchley Church End,2019-10,Language learning,13
Barnet,Finchley Church End,2019-10,Large print adult fiction,58
Barnet,Finchley Church End,2019-10,Large print adult non fiction,7
Barnet,Finchley Church End,2019-10,Large print children's fiction,1
Barnet,Finchley Church End,2019-10,Music score,33
Barnet,Finchley Church End,2019-10,Playset,11
Barnet,Finchley Church End,2019-10,Teenage fiction,484
Barnet,Finchley Church End,2019-10,Teenage non fiction,82
Barnet,Golders Green,2019-10,Adult audiobook,20
Barnet,Golders Green,2019-10,Adult fiction,1602
Barnet,Golders Green,2019-10,Adult non fiction,685
Barnet,Golders Green,2019-10,Children's fiction,3738
Barnet,Golders Green,2019-10,Children's non fiction,208
Barnet,Golders Green,2019-10,Compact disc,4
Barnet,Golders Green,2019-10,DVD certificate 12,11
Barnet,Golders Green,2019-10,DVD certificate 15,5
Barnet,Golders Green,2019-10,DVD certificate PG,6
Barnet,Golders Green,2019-10,DVD certificate U,17
Barnet,Golders Green,2019-10,Language learning,1
Barnet,Golders Green,2019-10,Large print adult fiction,27
Barnet,Golders Green,2019-10,Large print adult non fiction,4
Barnet,Golders Green,2019-10,Large print children's fiction,2
Barnet,Golders Green,2019-10,Music score,1
Barnet,Golders Green,2019-10,Teenage fiction,309
Barnet,Golders Green,2019-10,Teenage non fiction,58
Barnet,Hendon,2019-10,Adult audiobook,3
Barnet,Hendon,2019-10,Adult fiction,1331
Barnet,Hendon,2019-10,Adult non fiction,829
Barnet,Hendon,2019-10,Barnet Book Club,4
Barnet,Hendon,2019-10,Children's fiction,2573
Barnet,Hendon,2019-10,Children's non fiction,299
Barnet,Hendon,2019-10,DVD certificate 12,12
Barnet,Hendon,2019-10,DVD certificate 15,2
Barnet,Hendon,2019-10,DVD certificate 18+,1
Barnet,Hendon,2019-10,DVD certificate PG,3
Barnet,Hendon,2019-10,DVD certificate U,20
Barnet,Hendon,2019-10,Electronic devices,1
Barnet,Hendon,2019-10,Language learning,5
Barnet,Hendon,2019-10,Large print adult fiction,19
Barnet,Hendon,2019-10,Large print adult non fiction,1
Barnet,Hendon,2019-10,Large print children's fiction,1
Barnet,Hendon,2019-10,Music score,3
Barnet,Hendon,2019-10,Teenage fiction,217
Barnet,Hendon,2019-10,Teenage non fiction,91
Barnet,Home Library Service,2019-10,Adult audiobook,288
Barnet,Home Library Service,2019-10,Adult fiction,599
Barnet,Home Library Service,2019-10,Adult non fiction,189
Barnet,Home Library Service,2019-10,Barnet Book Club,2
Barnet,Home Library Service,2019-10,Children's fiction,23
Barnet,Home Library Service,2019-10,Compact disc,54
Barnet,Home Library Service,2019-10,DVD certificate 12,5
Barnet,Home Library Service,2019-10,DVD certificate 15,7
Barnet,Home Library Service,2019-10,DVD certificate PG,3
Barnet,Home Library Service,2019-10,DVD certificate U,1
Barnet,Home Library Service,2019-10,Large print adult fiction,1219
Barnet,Home Library Service,2019-10,Large print adult non fiction,43
Barnet,Home Library Service,2019-10,Teenage fiction,2
Barnet,Mill Hill,2019-10,Adult audiobook,6
Barnet,Mill Hill,2019-10,Adult fiction,486
Barnet,Mill Hill,2019-10,Adult non fiction,345
Barnet,Mill Hill,2019-10,Children's fiction,1436
Barnet,Mill Hill,2019-10,Children's non fiction,236
Barnet,Mill Hill,2019-10,DVD certificate 12,1
Barnet,Mill Hill,2019-10,DVD certificate 15,3
Barnet,Mill Hill,2019-10,DVD certificate U,7
Barnet,Mill Hill,2019-10,Language learning,1
Barnet,Mill Hill,2019-10,Large print adult fiction,34
Barnet,Mill Hill,2019-10,Playset,1
Barnet,Mill Hill,2019-10,Teenage fiction,31
Barnet,Mill Hill,2019-10,Teenage non fiction,29
Barnet,Mobile Library,2019-10,Adult audiobook,6
Barnet,Mobile Library,2019-10,Adult fiction,198
Barnet,Mobile Library,2019-10,Adult non fiction,107
Barnet,Mobile Library,2019-10,Children's fiction,784
Barnet,Mobile Library,2019-10,Children's non fiction,52
Barnet,Mobile Library,2019-10,DVD certificate 12,1
Barnet,Mobile Library,2019-10,DVD certificate U,2
Barnet,Mobile Library,2019-10,Language learning,1
Barnet,Mobile Library,2019-10,Large print adult fiction,32
Barnet,Mobile Library,2019-10,Teenage fiction,28
Barnet,New Barnet library,2019-10,Adult audiobook,50
Barnet,New Barnet library,2019-10,Adult fiction,728
Barnet,New Barnet library,2019-10,Adult non fiction,461
Barnet,New Barnet library,2019-10,Barnet Book Club,1
Barnet,New Barnet library,2019-10,Children's fiction,2192
Barnet,New Barnet library,2019-10,Children's non fiction,270
Barnet,New Barnet library,2019-10,Compact disc,1
Barnet,New Barnet library,2019-10,DVD certificate 12,6
Barnet,New Barnet library,2019-10,DVD certificate U,16
Barnet,New Barnet library,2019-10,Large print adult fiction,29
Barnet,New Barnet library,2019-10,Large print adult non fiction,6
Barnet,New Barnet library,2019-10,Teenage fiction,98
Barnet,New Barnet library,2019-10,Teenage non fiction,24
Barnet,North Finchley,2019-10,Adult audiobook,21
Barnet,North Finchley,2019-10,Adult fiction,1613
Barnet,North Finchley,2019-10,Adult non fiction,1031
Barnet,North Finchley,2019-10,Children's audiobook,5
Barnet,North Finchley,2019-10,Children's fiction,3406
Barnet,North Finchley,2019-10,Children's non fiction,308
Barnet,North Finchley,2019-10,Compact disc,25
Barnet,North Finchley,2019-10,DVD certificate 12,11
Barnet,North Finchley,2019-10,DVD certificate 15,2
Barnet,North Finchley,2019-10,DVD certificate 18+,3
Barnet,North Finchley,2019-10,DVD certificate PG,4
Barnet,North Finchley,2019-10,DVD certificate U,17
Barnet,North Finchley,2019-10,Electronic devices,4
Barnet,North Finchley,2019-10,Language learning,3
Barnet,North Finchley,2019-10,Large print adult fiction,56
Barnet,North Finchley,2019-10,Large print adult non fiction,4
Barnet,North Finchley,2019-10,Large print children's fiction,3
Barnet,North Finchley,2019-10,Music score,19
Barnet,North Finchley,2019-10,Teenage fiction,233
Barnet,North Finchley,2019-10,Teenage non fiction,39
Barnet,Online,2019-10,eaudio,2312
Barnet,Online,2019-10,ebooks,3887
Barnet,Online,2019-10,ecomics,22
Barnet,Online,2019-10,emagazines and enewspapers,14193
Barnet,Osidge,2019-10,Adult audiobook,58
Barnet,Osidge,2019-10,Adult fiction,772
Barnet,Osidge,2019-10,Adult non fiction,568
Barnet,Osidge,2019-10,Children's fiction,1795
Barnet,Osidge,2019-10,Children's non fiction,244
Barnet,Osidge,2019-10,Compact disc,6
Barnet,Osidge,2019-10,DVD certificate 12,1
Barnet,Osidge,2019-10,DVD certificate 15,3
Barnet,Osidge,2019-10,DVD certificate PG,4
Barnet,Osidge,2019-10,DVD certificate U,12
Barnet,Osidge,2019-10,DVD certificate exempt,1
Barnet,Osidge,2019-10,Large print adult fiction,40
Barnet,Osidge,2019-10,Large print adult non fiction,1
Barnet,Osidge,2019-10,Music score,1
Barnet,Osidge,2019-10,Teenage fiction,113
Barnet,Osidge,2019-10,Teenage non fiction,80
Barnet,Schools Library Resources Service,2019-10,SLS Artefact,56
Barnet,Schools Library Resources Service,2019-10,SLS Audio,1
Barnet,Schools Library Resources Service,2019-10,SLS CD,1
Barnet,Schools Library Resources Service,2019-10,SLS DVD,20
Barnet,Schools Library Resources Service,2019-10,SLS Fiction,1619
Barnet,Schools Library Resources Service,2019-10,SLS Map,1
Barnet,Schools Library Resources Service,2019-10,SLS Non Fiction,5440
Barnet,Schools Library Resources Service,2019-10,SLS Picture,148
Barnet,Schools Library Resources Service,2019-10,SLS Poster,79
Barnet,Schools Library Resources Service,2019-10,SLS Resource Pack,5
Barnet,South Friern,2019-10,Adult audiobook,9
Barnet,South Friern,2019-10,Adult fiction,255
Barnet,South Friern,2019-10,Adult non fiction,124
Barnet,South Friern,2019-10,Children's audiobook,1
Barnet,South Friern,2019-10,Children's fiction,1136
Barnet,South Friern,2019-10,Children's non fiction,132
Barnet,South Friern,2019-10,DVD certificate 12,2
Barnet,South Friern,2019-10,DVD certificate 15,1
Barnet,South Friern,2019-10,DVD certificate PG,5
Barnet,South Friern,2019-10,DVD certificate U,9
Barnet,South Friern,2019-10,Large print adult fiction,7
Barnet,South Friern,2019-10,Teenage fiction,48
Barnet,South Friern,2019-10,Teenage non fiction,8
Barnet,Barnet Book Club,2019-11,Adult audiobook,6
Barnet,Barnet Book Club,2019-11,Adult fiction,34
Barnet,Barnet Book Club,2019-11,Adult non fiction,34
Barnet,Barnet Book Club,2019-11,Barnet Book Club,281
Barnet,Barnet Book Club,2019-11,Children's fiction,57
Barnet,Barnet Book Club,2019-11,Children's non fiction,9
Barnet,Barnet Book Club,2019-11,DVD certificate U,2
Barnet,Barnet Book Club,2019-11,Large print adult fiction,1
Barnet,Bibliographic Services,2019-11,Adult audiobook,4
Barnet,Bibliographic Services,2019-11,Adult fiction,24
Barnet,Bibliographic Services,2019-11,Adult non fiction,22
Barnet,Bibliographic Services,2019-11,Children's fiction,12
Barnet,Bibliographic Services,2019-11,Children's non fiction,1
Barnet,Bibliographic Services,2019-11,DVD certificate 12,2
Barnet,Burnt Oak,2019-11,Adult audiobook,20
Barnet,Burnt Oak,2019-11,Adult fiction,319
Barnet,Burnt Oak,2019-11,Adult non fiction,327
Barnet,Burnt Oak,2019-11,Children's fiction,960
Barnet,Burnt Oak,2019-11,Children's non fiction,124
Barnet,Burnt Oak,2019-11,Compact disc,2
Barnet,Burnt Oak,2019-11,DVD certificate 12,14
Barnet,Burnt Oak,2019-11,DVD certificate 15,9
Barnet,Burnt Oak,2019-11,DVD certificate 18+,3
Barnet,Burnt Oak,2019-11,DVD certificate PG,9
Barnet,Burnt Oak,2019-11,DVD certificate U,41
Barnet,Burnt Oak,2019-11,Large print adult fiction,11
Barnet,Burnt Oak,2019-11,Large print adult non fiction,2
Barnet,Burnt Oak,2019-11,Music score,1
Barnet,Burnt Oak,2019-11,Teenage fiction,51
Barnet,Burnt Oak,2019-11,Teenage non fiction,32
Barnet,Childs Hill,2019-11,Adult audiobook,2
Barnet,Childs Hill,2019-11,Adult fiction,313
Barnet,Childs Hill,2019-11,Adult non fiction,200
Barnet,Childs Hill,2019-11,Children's fiction,790
Barnet,Childs Hill,2019-11,Children's non fiction,73
Barnet,Childs Hill,2019-11,Compact disc,22
Barnet,Childs Hill,2019-11,DVD certificate 12,26
Barnet,Childs Hill,2019-11,DVD certificate 15,12
Barnet,Childs Hill,2019-11,DVD certificate 18+,2
Barnet,Childs Hill,2019-11,DVD certificate PG,5
Barnet,Childs Hill,2019-11,DVD certificate U,10
Barnet,Childs Hill,2019-11,Electronic devices,1
Barnet,Childs Hill,2019-11,Language learning,1
Barnet,Childs Hill,2019-11,Large print adult fiction,5
Barnet,Childs Hill,2019-11,Teenage fiction,41
Barnet,Childs Hill,2019-11,Teenage non fiction,17
Barnet,Chipping Barnet,2019-11,Adult audiobook,103
Barnet,Chipping Barnet,2019-11,Adult fiction,3438
Barnet,Chipping Barnet,2019-11,Adult non fiction,2201
Barnet,Chipping Barnet,2019-11,Adult reference,2
Barnet,Chipping Barnet,2019-11,Barnet Book Club,26
Barnet,Chipping Barnet,2019-11,Children's audiobook,21
Barnet,Chipping Barnet,2019-11,Children's fiction,5409
Barnet,Chipping Barnet,2019-11,Children's non fiction,734
Barnet,Chipping Barnet,2019-11,Compact disc,398
Barnet,Chipping Barnet,2019-11,DVD certificate 12,104
Barnet,Chipping Barnet,2019-11,DVD certificate 15,87
Barnet,Chipping Barnet,2019-11,DVD certificate 18+,16
Barnet,Chipping Barnet,2019-11,DVD certificate PG,58
Barnet,Chipping Barnet,2019-11,DVD certificate U,144
Barnet,Chipping Barnet,2019-11,DVD certificate exempt,1
Barnet,Chipping Barnet,2019-11,Language learning,7
Barnet,Chipping Barnet,2019-11,Large print adult fiction,84
Barnet,Chipping Barnet,2019-11,Large print adult non fiction,13
Barnet,Chipping Barnet,2019-11,Large print children's fiction,1
Barnet,Chipping Barnet,2019-11,Music score,14
Barnet,Chipping Barnet,2019-11,Teenage fiction,403
Barnet,Chipping Barnet,2019-11,Teenage non fiction,194
Barnet,Colindale,2019-11,Adult audiobook,1
Barnet,Colindale,2019-11,Adult fiction,685
Barnet,Colindale,2019-11,Adult non fiction,558
Barnet,Colindale,2019-11,Children's fiction,2516
Barnet,Colindale,2019-11,Children's non fiction,383
Barnet,Colindale,2019-11,Compact disc,2
