Local authority,Library name,Month,Type,Loans
Barnet,Edgware,2020-04,Electronic devices,1
Barnet,Edgware,2020-04,Large print adult fiction,6
Barnet,Edgware,2020-04,Teenage fiction,14
Barnet,Edgware,2020-04,Teenage non fiction,6
Barnet,Finchley Church End,2020-04,Adult fiction,267
Barnet,Finchley Church End,2020-04,Adult non fiction,216
Barnet,Finchley Church End,2020-04,Children's fiction,318
Barnet,Finchley Church End,2020-04,Children's non fiction,40
Barnet,Finchley Church End,2020-04,Compact disc,6
Barnet,Finchley Church End,2020-04,Electronic devices,1
Barnet,Finchley Church End,2020-04,Large print adult fiction,4
Barnet,Finchley Church End,2020-04,Large print adult non fiction,1
Barnet,Finchley Church End,2020-04,Teenage fiction,27
Barnet,Finchley Church End,2020-04,Teenage non fiction,3
Barnet,Golders Green,2020-04,Adult fiction,106
Barnet,Golders Green,2020-04,Adult non fiction,63
Barnet,Golders Green,2020-04,Children's fiction,110
Barnet,Golders Green,2020-04,Children's non fiction,4
Barnet,Golders Green,2020-04,Large print adult fiction,2
Barnet,Golders Green,2020-04,Large print adult non fiction,2
Barnet,Golders Green,2020-04,Teenage fiction,14
Barnet,Golders Green,2020-04,Teenage non fiction,11
Barnet,Hendon,2020-04,Adult audiobook,2
Barnet,Hendon,2020-04,Adult fiction,137
Barnet,Hendon,2020-04,Adult non fiction,158
Barnet,Hendon,2020-04,Children's fiction,152
Barnet,Hendon,2020-04,Children's non fiction,20
Barnet,Hendon,2020-04,Compact disc,3
Barnet,Hendon,2020-04,DVD certificate 12,1
Barnet,Hendon,2020-04,Music score,1
Barnet,Hendon,2020-04,Teenage fiction,17
Barnet,Hendon,2020-04,Teenage non fiction,1
Barnet,Home Library Service,2020-04,Adult audiobook,3
Barnet,Home Library Service,2020-04,Adult fiction,2
Barnet,Home Library Service,2020-04,Large print adult fiction,163
Barnet,Home Library Service,2020-04,Large print adult non fiction,5
Barnet,Mill Hill,2020-04,Adult fiction,21
Barnet,Mill Hill,2020-04,Adult non fiction,22
Barnet,Mill Hill,2020-04,Children's fiction,83
Barnet,Mill Hill,2020-04,Children's non fiction,9
Barnet,Mill Hill,2020-04,Large print adult fiction,3
Barnet,Mill Hill,2020-04,Teenage non fiction,1
Barnet,Mobile Library,2020-04,Adult audiobook,1
Barnet,Mobile Library,2020-04,Adult fiction,17
Barnet,Mobile Library,2020-04,Adult non fiction,19
Barnet,Mobile Library,2020-04,Children's fiction,204
Barnet,Mobile Library,2020-04,Children's non fiction,6
Barnet,Mobile Library,2020-04,Teenage fiction,6
Barnet,New Barnet library,2020-04,Adult audiobook,1
Barnet,New Barnet library,2020-04,Adult fiction,34
Barnet,New Barnet library,2020-04,Adult non fiction,26
Barnet,New Barnet library,2020-04,Children's fiction,59
Barnet,New Barnet library,2020-04,Children's non fiction,10
Barnet,New Barnet library,2020-04,Teenage fiction,10
Barnet,New Barnet library,2020-04,Teenage non fiction,6
Barnet,North Finchley,2020-04,Adult audiobook,5
Barnet,North Finchley,2020-04,Adult fiction,128
Barnet,North Finchley,2020-04,Adult non fiction,125
Barnet,North Finchley,2020-04,Children's fiction,114
Barnet,North Finchley,2020-04,Children's non fiction,30
Barnet,North Finchley,2020-04,Large print adult fiction,6
Barnet,North Finchley,2020-04,Music score,3
Barnet,North Finchley,2020-04,Teenage fiction,5
Barnet,North Finchley,2020-04,Teenage non fiction,4
Barnet,Online,2020-04,eaudio,3783
Barnet,Online,2020-04,ebooks,7299
Barnet,Online,2020-04,ecomics,0
Barnet,Online,2020-04,emagazines and enewspapers,25442
Barnet,Osidge,2020-04,Adult audiobook,17
Barnet,Osidge,2020-04,Adult fiction,116
Barnet,Osidge,2020-04,Adult non fiction,126
Barnet,Osidge,2020-04,Children's fiction,101
Barnet,Osidge,2020-04,Children's non fiction,20
Barnet,Osidge,2020-04,Compact disc,2
Barnet,Osidge,2020-04,Language learning,1
Barnet,Osidge,2020-04,Large print adult fiction,4
Barnet,Osidge,2020-04,Music score,11
Barnet,Osidge,2020-04,Teenage fiction,2
Barnet,Osidge,2020-04,Teenage non fiction,17
Barnet,South Friern,2020-04,Adult fiction,14
Barnet,South Friern,2020-04,Adult non fiction,22
Barnet,South Friern,2020-04,Children's fiction,112
Barnet,South Friern,2020-04,Children's non fiction,36
Barnet,Burnt Oak,2020-05,Adult fiction,2
Barnet,Burnt Oak,2020-05,Children's fiction,7
Barnet,Childs Hill,2020-05,Adult fiction,9
Barnet,Childs Hill,2020-05,Adult non fiction,1
Barnet,Childs Hill,2020-05,Children's fiction,13
Barnet,Childs Hill,2020-05,Children's non fiction,10
Barnet,Childs Hill,2020-05,Large print adult fiction,1
Barnet,Chipping Barnet,2020-05,Adult fiction,84
Barnet,Chipping Barnet,2020-05,Adult non fiction,39
Barnet,Chipping Barnet,2020-05,Children's fiction,55
Barnet,Chipping Barnet,2020-05,Children's non fiction,10
Barnet,Chipping Barnet,2020-05,Teenage fiction,5
Barnet,Colindale,2020-05,Adult fiction,25
Barnet,Colindale,2020-05,Adult non fiction,14
Barnet,Colindale,2020-05,Children's fiction,24
Barnet,Colindale,2020-05,Teenage fiction,4
Barnet,East Finchley,2020-05,Adult audiobook,4
Barnet,East Finchley,2020-05,Adult fiction,19
Barnet,East Finchley,2020-05,Adult non fiction,18
Barnet,East Finchley,2020-05,Children's fiction,33
Barnet,East Finchley,2020-05,Children's non fiction,8
Barnet,East Finchley,2020-05,Language learning,1
Barnet,East Finchley,2020-05,Teenage fiction,3
Barnet,East Finchley,2020-05,Teenage non fiction,3
Barnet,Edgware,2020-05,Adult fiction,32
Barnet,Edgware,2020-05,Adult non fiction,33
Barnet,Edgware,2020-05,Children's fiction,40
Barnet,Edgware,2020-05,Children's non fiction,8
Barnet,Edgware,2020-05,Large print adult fiction,4
Barnet,Edgware,2020-05,Teenage fiction,5
Barnet,Edgware,2020-05,Teenage non fiction,3
Barnet,Finchley Church End,2020-05,Adult fiction,26
Barnet,Finchley Church End,2020-05,Adult non fiction,36
Barnet,Finchley Church End,2020-05,Children's fiction,40
Barnet,Finchley Church End,2020-05,Children's non fiction,9
Barnet,Finchley Church End,2020-05,Electronic devices,1
Barnet,Golders Green,2020-05,Adult fiction,13
Barnet,Golders Green,2020-05,Adult non fiction,15
Barnet,Golders Green,2020-05,Children's fiction,25
Barnet,Golders Green,2020-05,Large print adult non fiction,1
Barnet,Golders Green,2020-05,Teenage fiction,5
Barnet,Golders Green,2020-05,Teenage non fiction,5
Barnet,Hendon,2020-05,Adult fiction,34
Barnet,Hendon,2020-05,Adult non fiction,22
Barnet,Hendon,2020-05,Children's fiction,42
Barnet,Hendon,2020-05,Children's non fiction,7
Barnet,Hendon,2020-05,Teenage fiction,1
Barnet,Hendon,2020-05,Teenage non fiction,13
Barnet,Mill Hill,2020-05,Adult fiction,8
Barnet,Mill Hill,2020-05,Adult non fiction,2
Barnet,Mill Hill,2020-05,Children's fiction,51
Barnet,Mill Hill,2020-05,Children's non fiction,24
Barnet,Mill Hill,2020-05,Teenage non fiction,2
Barnet,Mobile Library,2020-05,Adult fiction,4
Barnet,New Barnet library,2020-05,Adult fiction,7
Barnet,New Barnet library,2020-05,Adult non fiction,7
Barnet,New Barnet library,2020-05,Children's fiction,11
Barnet,New Barnet library,2020-05,Large print adult fiction,5
Barnet,New Barnet library,2020-05,Teenage non fiction,3
Barnet,North Finchley,2020-05,Adult fiction,37
Barnet,North Finchley,2020-05,Adult non fiction,14
Barnet,North Finchley,2020-05,Children's fiction,50
Barnet,North Finchley,2020-05,Large print adult fiction,2
Barnet,Online,2020-05,eaudio,4152
Barnet,Online,2020-05,ebooks,8173
Barnet,Online,2020-05,ecomics,47
Barnet,Online,2020-05,emagazines and enewspapers,27887
Barnet,Osidge,2020-05,Adult audiobook,26
Barnet,Osidge,2020-05,Adult fiction,58
Barnet,Osidge,2020-05,Adult non fiction,12
Barnet,Osidge,2020-05,Children's fiction,2
Barnet,Osidge,2020-05,Large print adult fiction,8
Barnet,Osidge,2020-05,Teenage fiction,5
Barnet,Osidge,2020-05,Teenage non fiction,1
Barnet,South Friern,2020-05,Adult non fiction,1
Barnet,South Friern,2020-05,Children's fiction,22
Barnet,Bibliographic Services,2020-06,Adult fiction,3
Barnet,Bibliographic Services,2020-06,Adult non fiction,9
Barnet,Burnt Oak,2020-06,Adult non fiction,9
Barnet,Burnt Oak,2020-06,Children's fiction,1
Barnet,Burnt Oak,2020-06,Children's non fiction,1
Barnet,Childs Hill,2020-06,Adult fiction,15
Barnet,Childs Hill,2020-06,Adult non fiction,7
Barnet,Childs Hill,2020-06,Children's fiction,26
Barnet,Childs Hill,2020-06,Large print adult fiction,2
Barnet,Chipping Barnet,2020-06,Adult fiction,339
Barnet,Chipping Barnet,2020-06,Adult non fiction,143
Barnet,Chipping Barnet,2020-06,Children's fiction,286
Barnet,Chipping Barnet,2020-06,Children's non fiction,52
Barnet,Chipping Barnet,2020-06,Compact disc,5
Barnet,Chipping Barnet,2020-06,DVD certificate 12,6
Barnet,Chipping Barnet,2020-06,DVD certificate 15,2
Barnet,Chipping Barnet,2020-06,DVD certificate PG,3
Barnet,Chipping Barnet,2020-06,Large print adult fiction,2
Barnet,Chipping Barnet,2020-06,Large print adult non fiction,2
Barnet,Chipping Barnet,2020-06,Teenage fiction,37
Barnet,Chipping Barnet,2020-06,Teenage non fiction,4
Barnet,Colindale,2020-06,Adult audiobook,1
Barnet,Colindale,2020-06,Adult fiction,112
Barnet,Colindale,2020-06,Adult non fiction,60
Barnet,Colindale,2020-06,Children's fiction,143
Barnet,Colindale,2020-06,Children's non fiction,8
Barnet,Colindale,2020-06,Compact disc,1
Barnet,Colindale,2020-06,DVD certificate 12,1
Barnet,Colindale,2020-06,DVD certificate U,2
Barnet,Colindale,2020-06,Teenage fiction,17
Barnet,Colindale,2020-06,Teenage non fiction,8
Barnet,East Finchley,2020-06,Adult audiobook,2
Barnet,East Finchley,2020-06,Adult fiction,13
Barnet,East Finchley,2020-06,Adult non fiction,7
Barnet,Edgware,2020-06,Adult fiction,229
Barnet,Edgware,2020-06,Adult non fiction,88
Barnet,Edgware,2020-06,Adult reference,1
Barnet,Edgware,2020-06,Children's fiction,195
Barnet,Edgware,2020-06,Children's non fiction,14
Barnet,Edgware,2020-06,DVD certificate 12,7
Barnet,Edgware,2020-06,DVD certificate U,2
Barnet,Edgware,2020-06,Large print adult fiction,1
Barnet,Edgware,2020-06,Large print adult non fiction,1
Barnet,Edgware,2020-06,Teenage fiction,25
Barnet,Edgware,2020-06,Teenage non fiction,7
Barnet,Finchley Church End,2020-06,Adult audiobook,2
Barnet,Finchley Church End,2020-06,Adult fiction,265
Barnet,Finchley Church End,2020-06,Adult non fiction,146
Barnet,Finchley Church End,2020-06,Children's fiction,343
Barnet,Finchley Church End,2020-06,Children's non fiction,50
Barnet,Finchley Church End,2020-06,DVD certificate 12,3
Barnet,Finchley Church End,2020-06,DVD certificate PG,1
Barnet,Finchley Church End,2020-06,DVD certificate U,2
Barnet,Finchley Church End,2020-06,DVD certificate exempt,1
Barnet,Finchley Church End,2020-06,Large print adult fiction,13
Barnet,Finchley Church End,2020-06,Teenage fiction,62
Barnet,Finchley Church End,2020-06,Teenage non fiction,8
Barnet,Golders Green,2020-06,Adult fiction,14
Barnet,Golders Green,2020-06,Children's fiction,4
Barnet,Golders Green,2020-06,Teenage fiction,16
Barnet,Hendon,2020-06,Adult audiobook,1
Barnet,Hendon,2020-06,Adult fiction,29
Barnet,Hendon,2020-06,Adult non fiction,20
Barnet,Hendon,2020-06,Children's fiction,14
Barnet,Hendon,2020-06,Children's non fiction,2
Barnet,Hendon,2020-06,DVD certificate 15,1
Barnet,Hendon,2020-06,Teenage fiction,2
Barnet,Hendon,2020-06,Teenage non fiction,2
Barnet,Home Library Service,2020-06,Adult audiobook,70
Barnet,Home Library Service,2020-06,Adult fiction,211
Barnet,Home Library Service,2020-06,Adult non fiction,76
Barnet,Home Library Service,2020-06,Children's fiction,20
Barnet,Home Library Service,2020-06,Children's non fiction,2
Barnet,Home Library Service,2020-06,Compact disc,21
Barnet,Home Library Service,2020-06,DVD certificate 12,3
Barnet,Home Library Service,2020-06,DVD certificate 15,6
Barnet,Home Library Service,2020-06,Large print adult fiction,143
Barnet,Home Library Service,2020-06,Large print adult non fiction,17
Barnet,Mill Hill,2020-06,Adult fiction,10
Barnet,Mill Hill,2020-06,Adult non fiction,1
Barnet,Mill Hill,2020-06,Children's fiction,45
Barnet,Mill Hill,2020-06,Children's non fiction,9
Barnet,Mill Hill,2020-06,Teenage non fiction,2
Barnet,Mobile Library,2020-06,Adult fiction,3
Barnet,Mobile Library,2020-06,Adult non fiction,2
Barnet,Mobile Library,2020-06,Children's fiction,1
Barnet,Mobile Library,2020-06,Large print adult fiction,3
Barnet,New Barnet library,2020-06,Adult fiction,30
Barnet,New Barnet library,2020-06,Adult non fiction,9
Barnet,New Barnet library,2020-06,Children's fiction,11
Barnet,New Barnet library,2020-06,Large print adult fiction,2
Barnet,North Finchley,2020-06,Adult audiobook,1
Barnet,North Finchley,2020-06,Adult fiction,42
Barnet,North Finchley,2020-06,Adult non fiction,32
Barnet,North Finchley,2020-06,Children's fiction,29
Barnet,North Finchley,2020-06,Children's non fiction,1
Barnet,North Finchley,2020-06,Teenage fiction,2
Barnet,North Finchley,2020-06,Teenage non fiction,7
Barnet,Online,2020-06,eaudio,3838
Barnet,Online,2020-06,ebooks,7345
Barnet,Online,2020-06,ecomics,75
Barnet,Online,2020-06,emagazines and enewspapers,27388
Barnet,Osidge,2020-06,Adult audiobook,11
Barnet,Osidge,2020-06,Adult fiction,25
Barnet,Osidge,2020-06,Adult non fiction,14
Barnet,Osidge,2020-06,Children's fiction,4
Barnet,Osidge,2020-06,Large print adult fiction,1
Barnet,South Friern,2020-06,Children's fiction,8
Barnet,South Friern,2020-06,Large print adult fiction,3
Barnet,Barnet Book Club,2020-07,Adult non fiction,1
Barnet,Burnt Oak,2020-07,Adult fiction,12
Barnet,Burnt Oak,2020-07,Adult non fiction,16
Barnet,Burnt Oak,2020-07,Children's fiction,33
Barnet,Burnt Oak,2020-07,Teenage fiction,1
Barnet,Childs Hill,2020-07,Adult fiction,10
Barnet,Childs Hill,2020-07,Adult non fiction,7
Barnet,Childs Hill,2020-07,Children's fiction,13
Barnet,Childs Hill,2020-07,Children's non fiction,4
Barnet,Chipping Barnet,2020-07,Adult audiobook,24
Barnet,Chipping Barnet,2020-07,Adult fiction,974
Barnet,Chipping Barnet,2020-07,Adult non fiction,525
Barnet,Chipping Barnet,2020-07,Barnet Book Club,1
Barnet,Chipping Barnet,2020-07,Children's audiobook,2
Barnet,Chipping Barnet,2020-07,Children's fiction,1654
Barnet,Chipping Barnet,2020-07,Children's non fiction,196
Barnet,Chipping Barnet,2020-07,Compact disc,1
Barnet,Chipping Barnet,2020-07,DVD certificate 12,6
Barnet,Chipping Barnet,2020-07,DVD certificate 15,2
Barnet,Chipping Barnet,2020-07,DVD certificate PG,4
Barnet,Chipping Barnet,2020-07,DVD certificate U,2
Barnet,Chipping Barnet,2020-07,DVD certificate exempt,1
Barnet,Chipping Barnet,2020-07,Large print adult fiction,46
Barnet,Chipping Barnet,2020-07,Large print adult non fiction,1
Barnet,Chipping Barnet,2020-07,Reference,1
Barnet,Chipping Barnet,2020-07,Teenage fiction,238
Barnet,Chipping Barnet,2020-07,Teenage non fiction,39
Barnet,Colindale,2020-07,Adult audiobook,27
Barnet,Colindale,2020-07,Adult fiction,406
Barnet,Colindale,2020-07,Adult non fiction,231
Barnet,Colindale,2020-07,Children's fiction,591
Barnet,Colindale,2020-07,Children's non fiction,72
Barnet,Colindale,2020-07,Compact disc,3
Barnet,Colindale,2020-07,DVD certificate 12,3
Barnet,Colindale,2020-07,DVD certificate 15,2
Barnet,Colindale,2020-07,DVD certificate U,5
Barnet,Colindale,2020-07,Large print adult fiction,24
Barnet,Colindale,2020-07,Large print adult non fiction,2
Barnet,Colindale,2020-07,Teenage fiction,105
Barnet,Colindale,2020-07,Teenage non fiction,45
Barnet,East Finchley,2020-07,Adult fiction,46
Barnet,East Finchley,2020-07,Adult non fiction,38
Barnet,East Finchley,2020-07,Children's fiction,56
Barnet,East Finchley,2020-07,Children's non fiction,14
Barnet,East Finchley,2020-07,Teenage fiction,2
Barnet,East Finchley,2020-07,Teenage non fiction,6
Barnet,Edgware,2020-07,Adult audiobook,11
Barnet,Edgware,2020-07,Adult fiction,770
Barnet,Edgware,2020-07,Adult non fiction,358
Barnet,Edgware,2020-07,Children's audiobook,2
Barnet,Edgware,2020-07,Children's fiction,613
Barnet,Edgware,2020-07,Children's non fiction,40
Barnet,Edgware,2020-07,DVD certificate 12,3
Barnet,Edgware,2020-07,DVD certificate PG,2
Barnet,Edgware,2020-07,Language learning,1
Barnet,Edgware,2020-07,Large print adult fiction,18
Barnet,Edgware,2020-07,Large print children's fiction,2
Barnet,Edgware,2020-07,Teenage fiction,169
Barnet,Edgware,2020-07,Teenage non fiction,6
Barnet,Finchley Church End,2020-07,Adult audiobook,24
Barnet,Finchley Church End,2020-07,Adult fiction,1236
Barnet,Finchley Church End,2020-07,Adult non fiction,664
Barnet,Finchley Church End,2020-07,Children's fiction,1855
Barnet,Finchley Church End,2020-07,Children's non fiction,276
Barnet,Finchley Church End,2020-07,Compact disc,5
Barnet,Finchley Church End,2020-07,DVD certificate 12,15
Barnet,Finchley Church End,2020-07,DVD certificate PG,9
Barnet,Finchley Church End,2020-07,DVD certificate U,37
Barnet,Finchley Church End,2020-07,Language learning,2
Barnet,Finchley Church End,2020-07,Large print adult fiction,35
Barnet,Finchley Church End,2020-07,Large print adult non fiction,2
Barnet,Finchley Church End,2020-07,Music score,12
Barnet,Finchley Church End,2020-07,Playset,3
Barnet,Finchley Church End,2020-07,Teenage fiction,337
Barnet,Finchley Church End,2020-07,Teenage non fiction,36
Barnet,Golders Green,2020-07,Adult fiction,39
Barnet,Golders Green,2020-07,Adult non fiction,37
Barnet,Golders Green,2020-07,Children's fiction,50
Barnet,Golders Green,2020-07,Children's non fiction,1
Barnet,Golders Green,2020-07,Large print adult non fiction,1
Barnet,Golders Green,2020-07,Teenage fiction,4
Barnet,Golders Green,2020-07,Teenage non fiction,2
Barnet,Hendon,2020-07,Adult audiobook,2
Barnet,Hendon,2020-07,Adult fiction,21
Barnet,Hendon,2020-07,Adult non fiction,13
Barnet,Hendon,2020-07,Children's fiction,57
Barnet,Hendon,2020-07,Children's non fiction,6
Barnet,Hendon,2020-07,Teenage fiction,6
Barnet,Home Library Service,2020-07,Adult audiobook,145
Barnet,Home Library Service,2020-07,Adult fiction,530
Barnet,Home Library Service,2020-07,Adult non fiction,200
Barnet,Home Library Service,2020-07,Barnet Book Club,12
Barnet,Home Library Service,2020-07,Children's audiobook,4
Barnet,Home Library Service,2020-07,Children's fiction,38
Barnet,Home Library Service,2020-07,Children's non fiction,12
Barnet,Home Library Service,2020-07,Compact disc,51
Barnet,Home Library Service,2020-07,DVD certificate 12,3
Barnet,Home Library Service,2020-07,DVD certificate 15,4
Barnet,Home Library Service,2020-07,DVD certificate PG,1
Barnet,Home Library Service,2020-07,DVD certificate U,1
Barnet,Home Library Service,2020-07,Large print adult fiction,841
Barnet,Home Library Service,2020-07,Large print adult non fiction,40
Barnet,Home Library Service,2020-07,Teenage fiction,1
Barnet,Mill Hill,2020-07,Adult fiction,5
Barnet,Mill Hill,2020-07,Adult non fiction,5
Barnet,Mill Hill,2020-07,Children's fiction,60
Barnet,Mill Hill,2020-07,Children's non fiction,9
Barnet,Mill Hill,2020-07,Teenage non fiction,2
Barnet,Mobile Library,2020-07,Adult fiction,12
Barnet,Mobile Library,2020-07,Adult non fiction,4
Barnet,Mobile Library,2020-07,Children's fiction,24
Barnet,Mobile Library,2020-07,Large print adult fiction,10
Barnet,New Barnet library,2020-07,Adult fiction,29
Barnet,New Barnet library,2020-07,Adult non fiction,16
Barnet,New Barnet library,2020-07,Children's fiction,53
Barnet,New Barnet library,2020-07,Children's non fiction,1
Barnet,New Barnet library,2020-07,Large print adult fiction,6
Barnet,New Barnet library,2020-07,Teenage fiction,1
Barnet,New Barnet library,2020-07,Teenage non fiction,3
Barnet,North Finchley,2020-07,Adult fiction,81
Barnet,North Finchley,2020-07,Adult non fiction,68
Barnet,North Finchley,2020-07,Children's fiction,66
Barnet,North Finchley,2020-07,Children's non fiction,3
Barnet,North Finchley,2020-07,Compact disc,9
Barnet,North Finchley,2020-07,Large print adult fiction,2
Barnet,North Finchley,2020-07,Teenage fiction,2
Barnet,North Finchley,2020-07,Teenage non fiction,3
Barnet,Online,2020-07,eaudio,3997
Barnet,Online,2020-07,ebooks,7781
Barnet,Online,2020-07,ecomics,38
Barnet,Online,2020-07,emagazines and enewspapers,25117
Barnet,Osidge,2020-07,Adult audiobook,3
Barnet,Osidge,2020-07,Adult fiction,71
Barnet,Osidge,2020-07,Adult non fiction,25
Barnet,Osidge,2020-07,Children's fiction,31
Barnet,Osidge,2020-07,Children's non fiction,33
Barnet,Osidge,2020-07,Large print adult fiction,1
Barnet,Osidge,2020-07,Teenage fiction,2
Barnet,Osidge,2020-07,Teenage non fiction,11
Barnet,Schools Library Resources Service,2020-07,SLS DVD,2
Barnet,Schools Library Resources Service,2020-07,SLS Fiction,594
Barnet,Schools Library Resources Service,2020-07,SLS Map,1
Barnet,Schools Library Resources Service,2020-07,SLS Non Fiction,3252
Barnet,Schools Library Resources Service,2020-07,SLS Picture,33
Barnet,Schools Library Resources Service,2020-07,SLS Poster,7
Barnet,Schools Library Resources Service,2020-07,SLS Resource Pack,1
Barnet,South Friern,2020-07,Adult fiction,8
Barnet,South Friern,2020-07,Adult non fiction,6
Barnet,South Friern,2020-07,Children's fiction,17
Barnet,Barnet Book Club,2020-08,Adult fiction,5
Barnet,Barnet Book Club,2020-08,Adult non fiction,1
Barnet,Barnet Book Club,2020-08,Children's fiction,8
Barnet,Barnet Book Club,2020-08,Children's non fiction,1
Barnet,Barnet Book Club,2020-08,Teenage fiction,1
Barnet,Barnet Book Club,2020-08,Teenage non fiction,2
Barnet,Burnt Oak,2020-08,Adult fiction,1
Barnet,Burnt Oak,2020-08,Adult non fiction,1
Barnet,Burnt Oak,2020-08,Children's fiction,13
Barnet,Childs Hill,2020-08,Adult fiction,36
Barnet,Childs Hill,2020-08,Adult non fiction,25
Barnet,Childs Hill,2020-08,Children's fiction,72
Barnet,Childs Hill,2020-08,Language learning,1
Barnet,Childs Hill,2020-08,Large print adult fiction,1
Barnet,Childs Hill,2020-08,Teenage fiction,4
Barnet,Chipping Barnet,2020-08,Adult audiobook,33
Barnet,Chipping Barnet,2020-08,Adult fiction,1016
Barnet,Chipping Barnet,2020-08,Adult non fiction,440
Barnet,Chipping Barnet,2020-08,Children's audiobook,1
Barnet,Chipping Barnet,2020-08,Children's fiction,1388
Barnet,Chipping Barnet,2020-08,Children's non fiction,138
Barnet,Chipping Barnet,2020-08,Compact disc,14
Barnet,Chipping Barnet,2020-08,DVD certificate 12,3
Barnet,Chipping Barnet,2020-08,DVD certificate 15,15
Barnet,Chipping Barnet,2020-08,DVD certificate 18+,8
Barnet,Chipping Barnet,2020-08,DVD certificate PG,10
Barnet,Chipping Barnet,2020-08,DVD certificate U,39
Barnet,Chipping Barnet,2020-08,Large print adult fiction,71
Barnet,Chipping Barnet,2020-08,Large print adult non fiction,6
Barnet,Chipping Barnet,2020-08,Teenage fiction,137
Barnet,Chipping Barnet,2020-08,Teenage non fiction,55
Barnet,Colindale,2020-08,Adult audiobook,4
Barnet,Colindale,2020-08,Adult fiction,378
Barnet,Colindale,2020-08,Adult non fiction,147
Barnet,Colindale,2020-08,Children's audiobook,2
Barnet,Colindale,2020-08,Children's fiction,408
Barnet,Colindale,2020-08,Children's non fiction,37
Barnet,Colindale,2020-08,Compact disc,20
Barnet,Colindale,2020-08,DVD certificate 12,3
Barnet,Colindale,2020-08,DVD certificate PG,2
Barnet,Colindale,2020-08,Large print adult fiction,7
Barnet,Colindale,2020-08,Large print adult non fiction,7
Barnet,Colindale,2020-08,Large print children's fiction,4
Barnet,Colindale,2020-08,Teenage fiction,77
Barnet,Colindale,2020-08,Teenage non fiction,29
Barnet,East Finchley,2020-08,Adult fiction,7
Barnet,East Finchley,2020-08,Adult non fiction,3
Barnet,East Finchley,2020-08,Children's fiction,9
Barnet,East Finchley,2020-08,Teenage fiction,2
Barnet,Edgware,2020-08,Adult audiobook,9
Barnet,Edgware,2020-08,Adult fiction,536
Barnet,Edgware,2020-08,Adult non fiction,245
Barnet,Edgware,2020-08,Children's fiction,644
Barnet,Edgware,2020-08,Children's non fiction,34
Barnet,Edgware,2020-08,Compact disc,6
Barnet,Edgware,2020-08,DVD certificate 12,8
Barnet,Edgware,2020-08,DVD certificate PG,5
Barnet,Edgware,2020-08,DVD certificate U,5
Barnet,Edgware,2020-08,Large print adult fiction,29
Barnet,Edgware,2020-08,Teenage fiction,99
Barnet,Edgware,2020-08,Teenage non fiction,4
Barnet,Finchley Church End,2020-08,Adult audiobook,34
Barnet,Finchley Church End,2020-08,Adult fiction,1311
Barnet,Finchley Church End,2020-08,Adult non fiction,609
Barnet,Finchley Church End,2020-08,Children's fiction,1744
Barnet,Finchley Church End,2020-08,Children's non fiction,184
Barnet,Finchley Church End,2020-08,Compact disc,16
Barnet,Finchley Church End,2020-08,DVD certificate 12,14
Barnet,Finchley Church End,2020-08,DVD certificate 15,6
Barnet,Finchley Church End,2020-08,DVD certificate 18+,4
Barnet,Finchley Church End,2020-08,DVD certificate PG,6
Barnet,Finchley Church End,2020-08,DVD certificate U,11
Barnet,Finchley Church End,2020-08,DVD certificate exempt,2
Barnet,Finchley Church End,2020-08,Language learning,6
Barnet,Finchley Church End,2020-08,Large print adult fiction,45
Barnet,Finchley Church End,2020-08,Large print adult non fiction,5
Barnet,Finchley Church End,2020-08,Teenage fiction,310
Barnet,Finchley Church End,2020-08,Teenage non fiction,29
Barnet,Golders Green,2020-08,Adult fiction,20
Barnet,Golders Green,2020-08,Adult non fiction,11
Barnet,Golders Green,2020-08,Children's fiction,11
Barnet,Golders Green,2020-08,Children's non fiction,1
Barnet,Golders Green,2020-08,Large print adult non fiction,1
Barnet,Hendon,2020-08,Adult audiobook,2
Barnet,Hendon,2020-08,Adult fiction,96
Barnet,Hendon,2020-08,Adult non fiction,38
Barnet,Hendon,2020-08,Children's fiction,102
Barnet,Hendon,2020-08,Children's non fiction,8
Barnet,Hendon,2020-08,DVD certificate 18+,1
Barnet,Hendon,2020-08,Large print adult fiction,2
Barnet,Hendon,2020-08,Teenage fiction,16
Barnet,Home Library Service,2020-08,Adult audiobook,87
Barnet,Home Library Service,2020-08,Adult fiction,377
Barnet,Home Library Service,2020-08,Adult non fiction,98
Barnet,Home Library Service,2020-08,Children's fiction,31
Barnet,Home Library Service,2020-08,Children's non fiction,2
Barnet,Home Library Service,2020-08,Compact disc,16
Barnet,Home Library Service,2020-08,Large print adult fiction,268
Barnet,Home Library Service,2020-08,Large print adult non fiction,18
Barnet,Mill Hill,2020-08,Adult non fiction,1
Barnet,Mill Hill,2020-08,Children's fiction,8
Barnet,Mill Hill,2020-08,Teenage fiction,1
Barnet,Mobile Library,2020-08,Adult fiction,7
Barnet,Mobile Library,2020-08,Children's fiction,4
Barnet,Mobile Library,2020-08,Teenage fiction,3
Barnet,Mobile Library,2020-08,Teenage non fiction,2
Barnet,New Barnet library,2020-08,Adult fiction,3
Barnet,New Barnet library,2020-08,Adult non fiction,14
Barnet,New Barnet library,2020-08,Children's fiction,24
Barnet,New Barnet library,2020-08,Children's non fiction,3
Barnet,New Barnet library,2020-08,Teenage fiction,2
Barnet,North Finchley,2020-08,Adult audiobook,9
